obf,count,score,alpha,beta
-------------------XXXX---OXOX----OOX----XOX-------------------- X;,0,-22,0,64
-------------------XXXX---OOOOO---XXXX---X---------------------- X;,0,-22,0,64
-------------X------XO----XXOX---XXOX-----OOO------------------- X;,0,-22,0,64
-----------------X-XO-----XXOO-----XOXX----XOO------------------ X;,0,-22,0,64
-----------------X-X--X---XXXX----OOOO-----XOO------------------ X;,0,-22,0,64
-------------X------X-----XXXX---OOOX----XOOO------------------- X;,0,-24,0,64
-----------------X-X------XXXXX----XOO-----OOO----O------------- X;,0,-24,0,64
-------------------XXXX----XOX----XOXO---XOX-------------------- X;,0,-28,0,64
--------------X----XOOO----XXO----XXXO---X-X-------------------- X;,0,-38,0,64
------------X------XX-----OOOO----XOOO-----OOO------------------ X;,347,0,-64,0
------------X-----OXX------OXO----XXOO-----OOO------------------ X;,67,2,-64,0
-----------X-------XX-----OXX-----OOOOO---OOO------------------- X;,32,2,-64,0
------------X------XX----O-XXO----OXOO-----OOO------------------ X;,29,2,-64,0
-----------------O--X-----OXXO---XXOOO-----OOO------------------ X;,2,6,-64,0
-----------OX------OO------OXO----XOOO-----OOO------------------ X;,0,6,-64,0
--------------------X-----XXXO--OOOOOO-----OOO------------------ X;,0,6,-64,0
------------------XXX------XX----OOOOOO---OOO------------------- X;,1504,2,-64,0
-------------------XXX---O-XX-----OXOOO----OOO------------------ X;,173,2,-64,0
-------------------XXX----OXX-----XOOOO----OOO------------------ X;,62,4,-64,0
------------------OXXX-----OX-----XXOOO----OOO------------------ X;,0,4,-64,0
------------O------XOX-----XO-----XXOOO----OOO------------------ X;,0,6,-64,0
----------O--------OXX-----XO-----XXOOO----OOO------------------ X;,0,10,-64,0
-----------O-------OXX-----OX-----XOOOO----OOO------------------ X;,0,10,-64,0
------------------XXX----O-XX-----OOOOO---OOO------------------- X;,424,2,-64,0
-------------------XXX---O-XX-O---OXOO-----OOO------------------ X;,37,2,-64,0
-------------------XXX----OXX-O---XOOO-----OOO------------------ X;,5,4,-64,0
------------------OXXX-----OX-O---XXOO-----OOO------------------ X;,0,6,-64,0
--------------------X-----XXXO---OOOOO----O-OO-----O------------ X;,0,10,-64,0
----------O--------OXX-----XO-O---XXOO-----OOO------------------ X;,0,10,-64,0
-----------O-------OXX-----OX-O---XOOO-----OOO------------------ X;,0,10,-64,0
-------------------XO-----OXX----OOOOX----XOOO------------------ X;,324,2,-64,0
------------------OOOX----XOXX-----XOO-----OOO------------------ X;,39,2,-64,0
-------------------XO----OOXX-----OXOX----XOOO------------------ X;,11,2,-64,0
-------------------OXX----XXXO----OXOO------OO------O----------- X;,24,4,-64,0
------------------OOOX----XOOX-----XOO-----OO-------O----------- X;,12,6,-64,0
-------------------OXX----XXXO----OXOO------OO-----O------------ X;,1,6,-64,0
-------------------OX------XOO----XOXO----OOOOO----------------- X;,0,6,-64,0
------------------XOOO----XXOX----OXX------OO-------O----------- X;,6,8,-64,0
-------------------OXX----XOXO----OOOO-----OOO------------------ X;,4,8,-64,0
-------------------OX------XXO----XOXO----OOOO-------O---------- X;,1,8,-64,0
-----------OX-------X-----XXXO----OXOO-----OOO------------------ X;,2,2,-64,0
-----------OX-------X-----XXXO----OXOO------OO------O----------- X;,1,2,-64,0
-------------------XO----OOXX----XXOOX-----OOO------------------ X;,3,4,-64,0
-----------OX-------X-----XXXO----OXOO------OO-----O------------ X;,0,4,-64,0
------------------OOO-----XOXXX----XO-O----OOO------------------ X;,0,6,-64,0
------------------OOO-----XOOXX----XO-O----OO-------O----------- X;,0,8,-64,0
-------------------OX------XX-O---XOOOOO--OOO------------------- X;,0,12,-64,0
-------------------OX------XO-O---XOXOO---OOO-O----------------- X;,0,16,-64,0
------------------O-XXX---OOOO----XXOO------O-------O----------- X;,1,4,-64,0
-----------O--------OXX---OXOO----XXOO------O-------O----------- X;,0,4,-64,0
------------O-------OXX---OXOO----XXOO------O-------O----------- X;,0,4,-64,0
-------------O------XOX---OXOO----XXOO------O-------O----------- X;,1,6,-64,0
--------------------XXX---OXOO----OOOO----O-O-------O----------- X;,1,8,-64,0
--------------------XXX---OXOO---OOOOO------O-------O----------- X;,0,12,-64,0
---------------O----XXO---OXOO----XXOO------O-------O----------- X;,0,14,-64,0
--------------O-----XOX---OXOO----XXOO------O-------O----------- X;,0,24,-64,0
-------------------OOO----XOOX----XXO------OOO-----O------------ X;,0,6,-64,0
-----------O-------OO-----XXXO----XOOO-----OOO------------------ X;,1,8,-64,0
------------O------OO------XXXO---XOOO----OOO------------------- X;,1,8,-64,0
-----------O-------OO-----XXX-O---XOOO-----OOO------------------ X;,0,10,-64,0
-----------O-------OO-----XXX-----XOOOO----OOO------------------ X;,0,10,-64,0
-------------------OOO----XOOX----XOX-----OOO------O------------ X;,0,10,-64,0
-------------------XX----OOXOO----OOOO------OO-------O---------- X;,0,12,-64,0
------------O------OO------XXO----XOOOO---OOO------------------- X;,0,12,-64,0
-------------------OOO----XOOX----OXX----O-OO------O------------ X;,0,14,-64,0
------------O------OO------XOX----XOOO----OOO-O----------------- X;,0,16,-64,0
------------------OXX-----OXXO----OXOO-----OOO------------------ X;,3,8,-64,0
-------------------OOO-----XXXO---XOXO----OOO------------------- X;,1,10,-64,0
------------------OXX-----OXXO----OXOO------OO------O----------- X;,1,12,-64,0
-------------------OOO-----XXO----XOXO----OOOO------------------ X;,0,12,-64,0
------------------OXX-----OXXO----OXOO------OO-----O------------ X;,2,14,-64,0
-------------------OOO----XOOX----OXX----OOOO------------------- X;,2,14,-64,0
-------------------XXO----OXXO----OOOO----OO------O------------- X;,1,14,-64,0
-----------------O-OOO----OXOX----XOX-----OOO------------------- X;,1,14,-64,0
-------------------OOO-----XXO----XOOOO---OOO------------------- X;,0,18,-64,0
-------------------OX-O----XXO----XOOO----OOO-O----------------- X;,2,10,-64,0
-------------O-----XO-----XXXO----OXOO-----OOO------------------ X;,0,10,-64,0
-------------------XO-----XXX-----OXOOO--O-OOO------------------ X;,0,10,-64,0
-------------------XO-----XXX-O---OXOO---O-OOO------------------ X;,0,12,-64,0
------------------OX------OOXO----OXOO-----OOO----O------------- X;,0,14,-64,0
----------------O--XXX---OXOO-----OOO-----OOO------------------- X;,644,0,-64,0
-----------------O-XXX---XOOO-----OOO-----OOO------------------- X;,107,2,-64,0
------------------OXXX---XOOO-----OOO-----OOO------------------- X;,59,2,-64,0
------------O------XOX---XXOO-----OOO-----OOO------------------- X;,46,2,-64,0
------------------XXX------OOOOO---OOO-----OOO------------------ X;,5,2,-64,0
----------O--------OXX---XXOO-----OOO-----OOO------------------- X;,3,4,-64,0
-----------O-------OXX---XXOO-----OOO-----OOO------------------- X;,7,6,-64,0
-------------O-----XOX---XXOO-----OOO-----OOO------------------- X;,0,8,-64,0
--------------O----XXO---XXOO-----OOO-----OOO------------------- X;,0,20,-64,0
-----O------O----OOOX----XOXXX----OOO--------------------------- X;,14,2,-64,0
-----O------OO----OOO----XXOXX----OOO--------------------------- X;,12,2,-64,0
-----O------O-----OOX----XXXOX----OOOO-------------------------- X;,1,2,-64,0
-----O------O-----OOX----XOXXX---OOOO--------------------------- X;,0,2,-64,0
--O--------O-------XOO-O--XXXXO----OOO-------------------------- X;,0,6,-64,0
-----O------O-----OOOO---XXXOX----OOO--------------------------- X;,0,6,-64,0
-----O------O-----OOX-O--XXXXO----OOO--------------------------- X;,0,6,-64,0
--O--------O-------XOO----XXXXO----OOO-O------------------------ X;,0,8,-64,0
-----------XX-----OXOO----OOOO----OOOO-------------------------- X;,17,2,-64,0
----------OXX-----OOOO----XOOO-----OOO-------------------------- X;,10,4,-64,0
--O--------OX-----OXOO----XOOO-----OOO-------------------------- X;,0,4,-64,0
-----------XX----OOXOO----OOOO-----OOO-------------------------- X;,0,4,-64,0
-----------XX-----OXOO---OOOOO-----OOO-------------------------- X;,0,8,-64,0
----O------OO-----OXOO----XOOO-----OOO-------------------------- X;,0,14,-64,0
------------------OX----OOOOO----OOOO-----OOO------------------- X;,0,18,-64,0
------------------O-X------OOOOO--XOOO-----OOO------------------ X;,3,2,-64,0
--------------------X-----OOOOOO--XOOO-----OOO------------------ X;,1,6,-64,0
-------------------OX------OOOOO--XOOO-----OOO------------------ X;,0,6,-64,0
--------------------X----O-XOOOO--OOOO-----OOO------------------ X;,0,8,-64,0
--------------------X----O-XOO----OOOO-----OOO-----O-------O---- X;,0,10,-64,0
--------------------X------XOO---OOOOO-----OOO-----O-------O---- X;,0,10,-64,0
--------------------X------XOOOO-OOOOO-----OOO------------------ X;,0,10,-64,0
----------O-X----XOOX-----OOOOO---OOO--------------------------- X;,7,4,-64,0
-----O------O----XXOX-----OOOOO---OOO--------------------------- X;,0,6,-64,0
------------XO---XXXO-----OOOOO---OOO--------------------------- X;,0,6,-64,0
-----------OX----XXOO-----OOOOO---OOO--------------------------- X;,2,8,-64,0
----O-------O----XXXO-----OOOOO---OOO--------------------------- X;,1,12,-64,0
--------O---X----OXXX-----OOOOO---OOO--------------------------- X;,0,18,-64,0
---------O--X----XOXX-----OOOOO---OOO--------------------------- X;,0,24,-64,0
--O-------OO-X-----OOO----XXOO-----OOO-------------------------- X;,1,4,-64,0
----------OOOX-----OOO----XXOO-----OOO-------------------------- X;,0,4,-64,0
----------OX-X----OOXO----XOOO-----OOO-------------------------- X;,2,8,-64,0
---O------OO-X-----OXO----XXOO-----OOO-------------------------- X;,0,8,-64,0
-----O----OX-O-----OXO----XXOO-----OOO-------------------------- X;,0,12,-64,0
----------OX-X-----OXO----OXOO---O-OOO-------------------------- X;,0,12,-64,0
----------OX-X---O-OXO----OXOO-----OOO-------------------------- X;,0,12,-64,0
----------X-XO----OXO-----OOOOO---OOO--------------------------- X;,0,14,-64,0
--O--------O-X---O-XOO----OXOO-----OOO-------------------------- X;,0,6,-64,0
-----------XOX---O-OOO----OXOO-----OOO-------------------------- X;,0,6,-64,0
----------X-X-----OOOOO---OOOO----OOO--------------------------- X;,0,6,-64,0
-----O-----X-O---O-XXO----OXOO-----OOO-------------------------- X;,0,10,-64,0
----O-----X-O-----OXO-O---OOOO----OOO--------------------------- X;,0,14,-64,0
-------------O----OOOO----XXXOX----XOOO------------------------- X;,10,2,-64,0
------------------OOOX-O--XXXXO----XOOO------------------------- X;,25,6,-64,0
------------------XOOO---XXXOX---OOOO-------O------------------- X;,16,6,-64,0
------------------OOOX----OXXXX--O-XOOO------------------------- X;,11,6,-64,0
------------------OX------OXX-----OXO-----OOO-----OOO----------- X;,1,12,-64,0
-----------XO-----XXO-----OXO-----OOO-----OOO------------------- X;,1,12,-64,0
-----------OX-----XOOO----XOOX----OOO-------O------------------- X;,25,6,-64,0
------------X-----XXOO----XXOO----OOOO------O------------------- X;,16,6,-64,0
------------X-----XXOO----XXOOO---OOO-------O------------------- X;,4,6,-64,0
------------X-----XXOO----XXOO----OOO-O-----O------------------- X;,0,10,-64,0
----O-------O-----XXOO----XXOX----OOO-------O------------------- X;,3,12,-64,0
-----------X------OOXX----XOOOO----OOO-----O-------------------- X;,3,12,-64,0
---O--------O-----XXOO----XXOX----OOO-------O------------------- X;,2,12,-64,0
------------X-----XXOOO---XXOO----OOO-------O------------------- X;,0,12,-64,0
-----------X------OOOOO---XOXO-----OOO-----O-------------------- X;,0,16,-64,0
-----------X-O----OOOO----XOXO-----OOO-----O-------------------- X;,0,16,-64,0
---------O--X-----OXOO----XOOX----OOO-------O------------------- X;,0,26,-64,0
-----------X------XXOO----XXXO----OOOOO------------------------- X;,8,6,-64,0
-----------X------XXOO----XXXO----OOO-O----O-------------------- X;,5,8,-64,0
------------X-----OOXX----OOOOO--O-XOO-------------------------- X;,0,8,-64,0
-----------X------XXOO----XXOO----OOO-O-----O------------------- X;,0,10,-64,0
-----O------O-----OOXX----OXXX---O-XOO-------------------------- X;,1,12,-64,0
----O-------O-----OOOX----OXOX---O-XOO-------------------------- X;,0,12,-64,0
------------XO----OOXO----OXXO---O-XOO-------------------------- X;,0,14,-64,0
------------X-----OOOOO---OXXO---O-XOO-------------------------- X;,0,18,-64,0
-----------X-O----OXOO----XXOO-----OOO----O--------------------- X;,2,6,-64,0
-----------O------OO-----XXOX-----OOO----OOOO------------------- X;,1,6,-64,0
--O--------O-O----OXOO----XXXO-----XOO-------------------------- X;,1,10,-64,0
-----------------OOX-----XOXX-----OOO----OOOO------------------- X;,0,10,-64,0
----O------O-O----OXOO----XXXO-----XOO-------------------------- X;,0,12,-64,0
----------O-X-----OOXO----OXOO----OOOO-------------------------- X;,0,18,-64,0
----------X-------XXOOO---XOXO----OOOO-------------------------- X;,0,8,-64,0
----------X-------XXOOO---XXOO-----OOO----O--------------------- X;,0,8,-64,0
----------O------XOX------OXX-----OXO-----OOO-----O------------- X;,0,12,-64,0
-----------O-----XXO------XOX-----OOO-----OOO-----O------------- X;,0,12,-64,0
--------O--------OXX------OXX-----OOO-----OOO-----O------------- X;,0,20,-64,0
---------OX-------OXOOO---XOXO-----XOO-------------------------- X;,0,24,-64,0
-----------X------XXOO---OOOOO----OOOO-------------------------- X;,4,10,-64,0
-----------X-----OOOOO----OXOO----OOOO-------------------------- X;,0,12,-64,0
----------OX------OOOO----OXOO----OOOO-------------------------- X;,0,12,-64,0
--O--------O------XXOO----XXOO----OOOO-------------------------- X;,2,14,-64,0
------------------XXO---OOOOO-----OOO-----OOO------------------- X;,0,14,-64,0
---------O-X------OXOO----XOOO----OOOO-------------------------- X;,0,34,-64,0
------------O----XOO------XOX----XOOO-----OO-------O------------ X;,63,2,-64,0
----------X-X-----OXOOO---OXXO---O-XO--------------------------- X;,0,4,-64,0
-----------X-X----OOXO----XXOO-----OOOO------------------------- X;,0,4,-64,0
----------X-X-----OXOO----OXXO---O-XOO-------------------------- X;,1,6,-64,0
--O-------O-X-----OXOO----OXXX---O-XO--------------------------- X;,0,6,-64,0
----O-----X-O-----OXOO----OXXX---O-XO--------------------------- X;,0,6,-64,0
---O------X-O-----OXOO----OXXX---O-XO--------------------------- X;,0,6,-64,0
-----O----X-O-----OOOO----OXXX---O-XO--------------------------- X;,0,6,-64,0
----------X-X-----OXOO----OXXO---O-XO-O------------------------- X;,0,6,-64,0
-----------X-X----OOXO----XXXO-----OO-O----O-------------------- X;,0,8,-64,0
-----------X-X----OOXO----XOXO-----OO-O------O------------------ X;,0,12,-64,0
------------X-----OOX-----OOOOO--OXOO------O-------------------- X;,3,4,-64,0
------------X-----OOX-----OXOX---OXOOO-----O-------------------- X;,2,4,-64,0
------------X-----OOOO----OXOX---OXOO------O-------------------- X;,0,6,-64,0
-----------X-------XOO----XXXO-----OOOO-----OO------------------ X;,1,8,-64,0
-----O------O-----OOX-----OXXX---OXOO------O-------------------- X;,0,8,-64,0
----O-------O-----OOO-----OXOX---OXOO------O-------------------- X;,0,8,-64,0
-----------X-------XOO----XXXOO----OOOO-----O------------------- X;,1,12,-64,0
------------X-----OOX-O---OXXO---OXOO------O-------------------- X;,0,12,-64,0
-----------XX-----OOOO----XOXO-----OO-O----O-------------------- X;,0,6,-64,0
-----------XX----O-XXO----OXXO-----OO-O----O-------------------- X;,1,8,-64,0
--O--------OX------XOO----XXXO-----OO-O----O-------------------- X;,0,8,-64,0
----O------XO------XOO----XXOO-----OO-O----O-------------------- X;,0,12,-64,0
-----------XX------XXO---OOOOO-----OO-O----O-------------------- X;,0,12,-64,0
---O-------OO------OXO----XOXO-----OO-O----O-------------------- X;,0,26,-64,0
--O--------OX------XOO----XXXO-----OOOO------------------------- X;,0,8,-64,0
-----------XX-----OOOO----XOXO-----OOOO------------------------- X;,3,10,-64,0
----O------XO------XOO----XXOO-----OOOO------------------------- X;,1,10,-64,0
-----------XX-----OXX-O---OXXO---OOOO--------------------------- X;,1,10,-64,0
-----------XX-----OXX-----OOOOO--OOOO--------------------------- X;,0,10,-64,0
----------OXX------OXO----XXOO-----OOOO------------------------- X;,0,14,-64,0
---O-------OO------OXO----XOXO-----OOOO------------------------- X;,0,24,-64,0
-----O-----XO-----OOX-O---OXXO---O-XO--------------------------- X;,0,8,-64,0
-----------XX-----OOOOO---OXXO---O-XO--------------------------- X;,0,10,-64,0
--O--------OX-----OXO-O---OXXO---O-XO--------------------------- X;,0,22,-64,0
------------O-----OO-----OXXX---OOOOO------O------O------------- X;,0,26,-64,0
-----------OX-----OOOX----OOXOO--O-XO--------------------------- X;,0,8,-64,0
-----O------O-----OOXX----OOXOO--O-XO--------------------------- X;,0,12,-64,0
